"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q_RecaptchaScore","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RelevantIDFraudScore","Q_RelevantIDLastStartDate","Informed.Consent","Screening2","Screening3","Screening1","Q491","Demographics...Q1","Controls...Q3","Demographics...Q2","Demographics...Q2_6_TEXT","Demographics...Q3","Demographics...Q4","Demographics...Q5","Demographics...Q6","Q492","Q493_NPS_GROUP","Q493","Disaster...Q0","Disaster...Q1","Disaster...Q1_15_TEXT","Q440","Disaster...Q3","Disaster...Q6","Q467","Q467_4_TEXT","Disaster...Q7A","Disaster...Q7B","Disaster...Q7C","Disaster...Q8","Q468","Q468_4_TEXT","Disaster...Q9A","Disaster...Q9B","Disaster...Q9C","Q493.1","Home...Q1","Home...Q10","Controls...Q2B_NPS_GROUP","Controls...Q2B","Controls...Q2C","Home...Q3","Home...Q4","Home...Q5","Home...Q6A","Home...Q6","Home...Q7_4","Home...Q9","Knowledge...Q2","Knowledge...Q1","Attention1","Knowledge...Q5A","Knowledge...Q5B","Knowledge...Q5C","Knowledge...Q6A_4","Knowledge...Q6B","Knowledge...Q6C","Control...Q1","Control...Q2","Control...Q3","Control...Q4","Q113","Q114","Q115","Q116","Q117","Q323_1","Q324_1","Treated...Q1","Treated...Q2","Treated...Q3","Treated...Q4","Q125","Q126","Q127","Q128","Q129","Controls...Q1_NPS_GROUP","Controls...Q1","Controls...Q4_NPS_GROUP","Controls...Q4","Q279_NPS_GROUP","Q279","Literacy...Q2","Controls...Q5","Controls...Q6","Preference...Q3","Attention_1","Attention_2","Hypothetical...Q1A_NPS_GROUP","Hypothetical...Q1A","Q305","Q441_1","Hypothetical...Q2B_NPS_GROUP","Hypothetical...Q2B","Hypothetical...Q2BB","Q446_1","Q471","Hypothetical...Q2C_NPS_GROUP","Hypothetical...Q2C","Hypothetical...Q2CC","Q447_1","Q472","Hypothetical...Q2D_NPS_GROUP","Hypothetical...Q2D","Hypothetical...Q2DD","Q448_1","Q473","Q461_NPS_GROUP","Q461","Q462","Q463_1","Q474","Q464_NPS_GROUP","Q464","Q465","Q466_1","Q475","Q467_NPS_GROUP","Q467.1","Q468.1","Q469_1","Q476","Hypothetical...Q1B_NPS_GROUP","Hypothetical...Q1B","Hypothetical...Q1BB","Hypothetical...Q1BBB_1","Hypothetical...Q1C_NPS_GROUP","Hypothetical...Q1C","Hypothetical...Q1CC","Q443_1","Hypothetical...Q1D_NPS_GROUP","Hypothetical...Q1D","Hypothetical...Q1DD","Q444_1","Q452_NPS_GROUP","Q452","Q453","Q454_1","Q455_NPS_GROUP","Q455","Q456","Q457_1","Q458_NPS_GROUP","Q458","Q459","Q460_1","Preference...Q1","Preference...Q1_4_TEXT","Preference...Q2","Preference...Q2_3_TEXT","Preference...Q3A","Preference...Q3B","Preference...Q3C","Q316","Q314","Q315","Q316.1","Q317","GenPolicy...Q1_1","GenPolicy...Q1_4","GenPolicy...Q3","Q439","Q439_4_TEXT","Q502","StartTime","aid","StartSection","TotalSection","WTP1","WTP2","WTP3","WTP0","Treated","FEMAText","SBAText","FEMA","SBA","Hypothetical.1"
"619","2025-03-05 23:41:19","2025-03-05 23:45:34","IP Address","73.254.81.101","100","254","True","2025-03-05 23:45:35","R_2Pwc0Re5SSbvUjV","","","","","47.1291","-122.4094","anonymous","EN","1","","0","0","","I agree","25 - 44","Yes","Own","WA","$50,000 to $74,999","No","White","","No","Male","Some college","No","No","Passive","8","","","","","","","","","","","","","","","","","","98445","1981","150000","Passive","8","Minor damage (1% – 25%)","Yes","Yes","No","","No","","No","True","False","Agree","Very likely (75% – 99%)","$5,000 to $9,999","Between 2 months and 6 months","67","Very likely (75% – 99%)","Between 2 months and 6 months","No","No","No","","","","","","20","","","","","","","","","","","","Passive","8","Promoter","9","Passive","8","$10","Agree","Agree","Strongly agree","5","4","","","","","Passive","8","Yes","232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Passive","8","No","","","","","","","","","","","","","","","","","","Government assistance should aim to fully compensate people for their uninsured losses, even if this means providing more assistance to households with more expensive properties.","","The government should help people rebuild as they were before.","","Agree","Agree","Strongly agree","Agree","Neither agreenor disagree","Agree","Agree","Strongly agree","71","87","Most of the time","Republican","","None","","253d3ec2-03bb-48c0-b18e-1b19e8c40858zqztmn","1","5","92","61","28","150","0","","","","","C"
"620","2025-03-06 06:06:32","2025-03-06 06:15:49","IP Address","158.51.20.106","100","557","True","2025-03-06 06:15:50","R_11bg7sawpckj3l0","","","","","32.7267","-103.1287","anonymous","EN","0.8999999761581421","","0","0","","I agree","45 - 64","Yes","Own","NM","$25,000 to $49,999","Yes","White","","No","Female","High school or less","No","No","Detractor","5","","","","","","","","","","","","","","","","","","88260","1996","88000","Detractor","0","","No","Yes","Yes","","No","","No","True","False","Agree","Certain (100%)","I am not sure","Between 2 weeks and 2 months","0","Very unlikely (0% – 25%)","Less than 2 weeks","","","","","","","","","","36","808","No","No","Yes","","","","","40","","Detractor","0","Detractor","5","Passive","7","$55","Disagree","Disagree","Agree","5","4","Promoter","10","No","","","","","","","","","","","","","","","","","Promoter","10","No","","people are responsible for their own belongings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Government assistance should prioritize low-income households.","","The government should help people rebuild in the same area with stronger, more resilient structures.","","Neither agreenor disagree","Neither agreenor disagree","Strongly disagree","Agree","Neither agreenor disagree","Agree","Disagree","Disagree","7","3","Only some of the time","Republican","","","","ef29735f-bcc8-4010-8907-21c1b4119723zqztmn","1","5","96","68","27","147","1","Your chance of approval for a FEMA grant","Your chance of approval for an SBA disaster loan","35","51","A"
"621","2025-03-06 06:47:17","2025-03-06 07:05:09","IP Address","73.189.63.102","100","1072","True","2025-03-06 07:05:10","R_yyUdoOAh1LI9Brr","","","","","37.5731","-122.0539","anonymous","EN","1","","0","0","","I agree","45 - 64","Yes","Own","CA","$50,000 to $74,999","Yes","White","","No","Male","Some college","No","No","Detractor","5","","","","","","","","","","","","","","","","","","94555","2018","780000","Detractor","2","Minor damage (1% – 25%)","Yes","Yes","Yes","","No","","No","I am not sure","I am not sure","Agree","Unlikely (25% – 49%)","$10,000 to $29,999","Between 6 months and 1 year","75","Unlikely (25% – 49%)","Between 6 months and 1 year","Yes","","","Yes","150","","","","","","","","","","","","","","","","Detractor","6","Detractor","6","Detractor","5","$55","Strongly agree","Neither agree
nor disagree","Strongly agree","5","4","","","","","","","","","","","","","","","","","","","","","","","","","Promoter","10","Yes","66","","","","","","","","","","","","","","","","","","","Promoter","10","Yes","74","","","","","","","","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild in the same area with stronger, more resilient structures.","","Neither agreenor disagree","Agree","Neither agreenor disagree","Strongly agree","Neither agreenor disagree","Strongly agree","Agree","Agree","37","19","Only some of the time","Democrat","","","","f5bd2dba-d406-44ad-9d56-20b38cebcde9zqztmn","1","5","108","56","15","137","0","","","","","E"
"622","2025-03-06 08:09:14","2025-03-06 08:22:26","IP Address","107.209.193.21","100","791","True","2025-03-06 08:22:27","R_1mF9IlTZiyKTUwY","","","","","34.0914","-118.1306","anonymous","EN","0.8999999761581421","","0","0","","I agree","25 - 44","Yes","Own","CA","$75,000 to $99,999","Yes","Asian","","No","Female","Bachelor's or more","No","No","Detractor","5","","","","","","","","","","","","","","","","","","91801","2018","720000","Detractor","6","Minor damage (1% – 25%)","Yes","Yes","No","","No","","No","False","False","Agree","Likely (50% – 74%)","$30,000 to $49,999","Between 2 months and 6 months","55","Likely (50% – 74%)","Between 2 weeks and 2 months","No","No","Yes","","","","","20","","","","","","","","","","","","","Detractor","6","Passive","7","Detractor","5","$55","Disagree","Disagree","Agree","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Detractor","3","No","","Sam seems relatively well off and it is not his primary residence ","Detractor","6","Yes","52","","","","","","","","","","","","","","","","","","","","","Government assistance should prioritize low-income households.","","The government should help people rebuild in an area with a lower risk of natural disasters.","","Agree","Agree","Agree","Agree","Neither agreenor disagree","Agree","Neither agreenor disagree","Agree","38","19","Only some of the time","Independent","","","","1be31be5-8ede-431b-960e-31940d0bd656zqztmn","1","5","109","55","16","148","0","","","","","B"
"623","2025-03-09 14:32:38","2025-03-09 14:44:30","IP Address","73.252.191.153","100","711","True","2025-03-09 14:44:31","R_3dW9sJRZkFpQW33","","","","","37.5625","-122.0004","anonymous","EN","1","","0","0","","I agree","45 - 64","Yes","Own","CA","$150,000 to $199,999","Yes","Asian","","No","Female","Bachelor's or more","No","No","Detractor","2","","","","","","","","","","","","","","","","","","94539","1988","400000","Detractor","6","Moderate damage (26% – 50%)","No","Yes","No","","No","","No","I am not sure","False","Agree","I am not sure","$10,000 to $29,999","Between 6 months and 1 year","26","Very likely (75% – 99%)","Between 6 months and 1 year","","","","","","","","","","211","812","No","No","Yes","","","","","20","","Detractor","2","Passive","8","Detractor","2","$55","Disagree","Disagree","Neither agree
nor disagree","5","4","","","","","","","","","","","","","","","","","","","","Passive","7","Yes","13","","","","","","","","","","","","","","","","","","","","Detractor","0","Yes","26","","","","","","","","","","","","","Government assistance should prioritize low-income households.","","The government should help people rebuild in the same area with stronger, more resilient structures.","","Neither agreenor disagree","Agree","Disagree","Agree","Neither agreenor disagree","Agree","Neither agreenor disagree","Agree","60","20","Only some of the time","Democrat","","","","aaf821a7-cab8-4a35-9410-a204446a3071zqztmn","1","5","92","68","10","149","1","Your chance of approval for a FEMA grant","Your chance of approval for an SBA disaster loan","34","75","D"
"624","2025-03-09 18:55:42","2025-03-09 19:13:43","IP Address","70.163.151.176","100","1081","True","2025-03-09 19:13:44","R_2wNbRn95Ks3iLa0","","","","","33.6613","-112.0398","anonymous","EN","1","","0","0","","I agree","45 - 64","Yes","Own","AZ","$250,000 or more","Yes","White","","No","Male","Bachelor's or more","No","No","Detractor","6","","","","","","","","","","","","","","","","","","85050","2009","400000","Detractor","2","Minor damage (1% – 25%)","Yes","No","","No","","","No","I am not sure","I am not sure","Agree","Certain (100%)","$50,000 to $74,999","Between 6 months and 1 year","50","Very likely (75% – 99%)","Between 2 months and 6 months","","","","","","","","","","300","813","No","No","No","","","","","","5","Detractor","6","Promoter","9","Passive","8","$55","Disagree","Strongly disagree","Agree","5","4","","","","","","","","","","Promoter","10","No","","He made no attempt to prevent from happening again","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Promoter","10","No","","","","","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild in the same area with stronger, more resilient structures.","","Agree","Disagree","Agree","Agree","Strongly agree","Neither agreenor disagree","Agree","Agree","10","23","Only some of the time","Democrat","","well done","","53f4191b-3a84-4577-9b07-b0e6e2c59f58zqztmn","1","5","99","56","26","149","1","Your chance of approval for a FEMA grant","Your chance of approval for an SBA disaster loan","34","75","F"
"625","2025-03-09 23:15:38","2025-03-09 23:23:06","IP Address","170.85.55.81","100","448","True","2025-03-09 23:23:07","R_27eE7CmZtBa9O7R","","","","","34.0544","-118.244","anonymous","EN","0.8999999761581421","","0","25","","I agree","25 - 44","Yes","Own","CA","$250,000 or more","Yes","Asian","","No","Male","Bachelor's or more","Yes","Yes","Passive","8","2020","Wildfire","","Under $1,000","1% – 24%","I was aware of this program, but I did not apply","I did not think I would qualify","","","","","I was not aware of this program, so I did not apply","","","","","","92618","2024","1500000","Passive","7","Minor damage (1% – 25%)","Yes","Yes","No","","No","","No","True","False","Agree","Unlikely (25% – 49%)","$1,000 to $4,999","Between 6 months and 1 year","20","Unlikely (25% – 49%)","Between 6 months and 1 year","Yes","","","No","","98","","","","","","","","","","","","","","","Promoter","9","Promoter","9","Detractor","3","$55","Strongly disagree","Strongly disagree","Agree","5","4","","","","","","","","","","","","","","","","","","","","","","","","","Detractor","6","No","","Because Alex did not take the proper safeguard in place to protect the roof or remove the vegetation from the house.","","","","","","","","","","","","","","","","","","","","","","","","","","Detractor","0","Yes","50","Equal government assistance should go to people of all incomes.","","The government should help people rebuild as they were before.","","Disagree","Neither agreenor disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","35","25","Only some of the time","Republican","","","","692622a2-abd7-4c06-8aae-f351a245dd59zqztmn","2","6","98","51","21","136","0","","","","","G"
"626","2025-03-09 23:18:23","2025-03-09 23:29:21","IP Address","172.226.6.97","100","658","True","2025-03-09 23:29:22","R_3G8rWflGBIfHSGl","","","","","33.1432","-117.1666","anonymous","EN","0.8999999761581421","","0","0","","I agree","25 - 44","Yes","Own","CA","$100,000 to $149,999","Yes","Asian","","No","Male","Bachelor's or more","Yes","Yes","Passive","8","2017","Wildfire","","$10,000 – $19,999","50% – 74%","I was not aware of this program, so I did not apply","","","","","","I was not aware of this program, so I did not apply","","","","","","92057","2021","660000","Detractor","3","Major damage (51% – 75%)","Yes","Yes","I am not sure","","I am not sure","","Yes","True","True","Agree","Certain (100%)","$5,000 to $9,999","Between 2 months and 6 months","60","Likely (50% – 74%)","Between 2 months and 6 months","Yes","","","Yes","150","","","","","","","","","","","","","","","","Detractor","5","Passive","7","Passive","8","$55","Strongly disagree","Agree","Agree","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Passive","7","Yes","191","","","","","","","","","","Passive","7","Yes","194","","","","","","","","","","","","","Government assistance should aim to fully compensate people for their uninsured losses, even if this means providing more assistance to households with more expensive properties.","","The government should provide direct financial aid and let individuals decide how to use it.","","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","84","78","Most of the time","Republican","","","","d8cf67b8-897b-429b-bf9d-1fa9e326e305zqztmn","2","6","109","53","29","130","0","","","","","D"
"627","2025-03-09 23:19:25","2025-03-09 23:32:02","IP Address","72.192.65.185","100","756","True","2025-03-09 23:32:03","R_2pSndwLpcluPvJh","","","","","36.0944","-95.9717","anonymous","EN","0.8999999761581421","","0","0","","I agree","25 - 44","Yes","Own","OK","$75,000 to $99,999","No","Black or African American","","No","Male","Bachelor's or more","No","No","Passive","8","","","","","","","","","","","","","","","","","","74135","2020","325000","Promoter","9","No damage (0%)","No","Yes","No","","No","","No","I am not sure","I am not sure","Agree","I am not sure","I am not sure","Less than 2 weeks","8","Very unlikely (0% – 25%)","Less than 2 weeks","No","No","No","","","","","","21","","","","","","","","","","","","Passive","7","Passive","8","Passive","8","$17","Neither agree
nor disagree","Neither agree
nor disagree","Neither agree
nor disagree","5","4","","","","","","","","","","Detractor","5","No","","it isn’t worth  it","","","","","","","","","","","","","","","","","","","","","Passive","7","No","","","","","","","","","","","","","","","","","","","","","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild as they were before.","","Neither agreenor disagree","Neither agreenor disagree","Neither agreenor disagree","Neither agreenor disagree","Neither agreenor disagree","Neither agreenor disagree","Neither agreenor disagree","Neither agreenor disagree","30","48","Never","Democrat","","","","4f39f74f-078d-47bb-8020-f680ec8371bazqztmn","1","5","90","55","24","140","0","","","","","B"
"628","2025-03-09 23:27:12","2025-03-09 23:32:53","IP Address","174.228.103.165","100","341","True","2025-03-09 23:32:54","R_2Xb4OKi1VGdxzHz","","","","","41.7415","-87.5962","anonymous","EN","1","","0","0","","I agree","45 - 64","Yes","Own","MD","$100,000 to $149,999","No","White","","No","Male","Bachelor's or more","No","No","Promoter","10","","","","","","","","","","","","","","","","","","20817","2019","560000","Detractor","3","Moderate damage (26% – 50%)","No","Yes","No","","No","","No","True","True","Agree","Likely (50% – 74%)","$1,000 to $4,999","Between 2 months and 6 months","18","Likely (50% – 74%)","Between 2 months and 6 months","No","No","No","","","","","","20","","","","","","","","","","","","Detractor","5","Passive","7","Detractor","4","$55","Agree","Agree","Agree","5","4","","","","","","","","","","","","","","","","","","","","Passive","7","No","","Because he could've taken proactive measures to save his place but he was lazy ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Detractor","6","No","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild as they were before.","","Agree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Agree","38","7","Only some of the time","Independent","","It was interesting thanks ","","200e202e-a16d-48e4-9b21-dcf42d21e089zqztmn","1","5","104","70","27","147","0","","","","","G"
"629","2025-03-09 23:19:55","2025-03-09 23:38:35","IP Address","71.223.141.107","100","1119","True","2025-03-09 23:38:36","R_1kRqe3B6oWzXmUU","","","","","33.5613","-112.1442","anonymous","EN","0.8999999761581421","","0","0","","I agree","65 or older","Yes","Own","AZ","$75,000 to $99,999","Yes","White","","No","Male","Bachelor's or more","No","No","Detractor","6","","","","","","","","","","","","","","","","","","85122","2017","238000","Detractor","5","Minor damage (1% – 25%)","No","Yes","No","","No","","I am not sure","False","False","Agree","Very likely (75% – 99%)","More than $75,000","Between 6 months and 1 year","75","Likely (50% – 74%)","Between 6 months and 1 year","","","","","","","","","","81","806","Yes","","","No","","120","","","","Detractor","4","Passive","7","Detractor","4","$55","Disagree","Disagree","Agree","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Detractor","3","Yes","125","","","","","","","","","","","","","","Passive","8","No","","","","","","","","","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild in the same area with stronger, more resilient structures.","","Neither agreenor disagree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","33","8","Only some of the time","Republican","","Not at this time.","","c952c2a5-cce9-48a9-8208-4ef0a3a6d939zqztmn","1","5","93","60","22","144","1","Your chance of approval for a FEMA grant","Your chance of approval for an SBA disaster loan","34","84","E"
"630","2025-03-09 23:28:54","2025-03-09 23:41:14","IP Address","67.1.117.37","100","739","True","2025-03-09 23:41:15","R_2ZDP5fJrwldCGBX","","","","","32.2699","-110.9853","anonymous","EN","0.8999999761581421","","0","0","","I agree","65 or older","Yes","Own","AZ","$100,000 to $149,999","I am not sure","White","","No","Female","Bachelor's or more","No","No","Detractor","2","","","","","","","","","","","","","","","","","","85650","2002","190000","Detractor","1","Minor damage (1% – 25%)","No","Yes","I am not sure","","No","","No","True","I am not sure","Agree","Unlikely (25% – 49%)","$75,000","Between 1 year and 2 years","75","Unlikely (25% – 49%)","Between 1 year and 2 years","No","Yes","","","","","55","","","","","","","","","","","","","","Detractor","2","Detractor","5","Promoter","9","$55","Disagree","Neither agree
nor disagree","Agree","5","4","","","","","","","","","","","","","","","Detractor","3","Yes","76","","","","","","","","","","","","","","","","","","","","","Passive","7","No","","","","","","","","","","","","","","","","","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild in the same area with stronger, more resilient structures.","","Agree","Agree","Strongly disagree","Agree","Neither agreenor disagree","Neither agreenor disagree","Strongly disagree","Neither agreenor disagree","38","11","Only some of the time","Republican","","Interesting","","2f336705-98db-450f-a8f0-d88261719b27zqztmn","1","5","94","53","18","149","0","","","","","C"
"631","2025-03-09 23:34:38","2025-03-09 23:41:18","IP Address","98.20.142.157","100","400","True","2025-03-09 23:41:19","R_DTYUYP5zHg2Vr2h","","","","","38.0052","-84.423","anonymous","EN","0.8999999761581421","","0","0","","I agree","45 - 64","Yes","Own","KY","$75,000 to $99,999","Yes","White","","No","Female","Bachelor's or more","No","No","Detractor","3","","","","","","","","","","","","","","","","","","40511","2009","150000","Detractor","3","Minor damage (1% – 25%)","Yes","Yes","I am not sure","","No","","I am not sure","I am not sure","I am not sure","Agree","I am not sure","I am not sure","Between 2 months and 6 months","58","Likely (50% – 74%)","Between 2 months and 6 months","No","No","No","","","","","","0","","","","","","","","","","","","Detractor","0","Detractor","2","Detractor","2","$55","Disagree","Disagree","Neither agree
nor disagree","5","4","","","","","","","","","","","","","","","Detractor","1","Yes","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Promoter","10","No","","","","","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild as they were before.","","Strongly agree","Strongly agree","Neither agreenor disagree","Strongly agree","Neither agreenor disagree","Neither agreenor disagree","Agree","Agree","50","5","Never","Democrat","","","","d5b0625f-986d-4a8f-b040-18211281413czqztmn","1","5","106","64","30","133","0","","","","","F"
"632","2025-03-09 23:25:02","2025-03-09 23:43:41","IP Address","64.25.8.63","100","1119","True","2025-03-09 23:43:41","R_3oYovhLOTNt71zL","","","","","33.1976","-96.6178","anonymous","EN","0.8999999761581421","","0","0","","I agree","45 - 64","Yes","Own","TX","$150,000 to $199,999","Yes","Black or African American","","No","Male","Bachelor's or more","No","No","Detractor","5","","","","","","","","","","","","","","","","","","75070","2012","250000.00","Detractor","2","Minor damage (1% – 25%)","Yes","Yes","Yes","","No","","No","True","True","Agree","Very likely (75% – 99%)","$75,000","Between 2 months and 6 months","75","Very unlikely (0% – 25%)","Between 1 year and 2 years","","","","","","","","","","153","612","Yes","","","Yes","200.00","","","","","Promoter","10","Promoter","10","Passive","8","$5","Strongly disagree","Strongly disagree","Strongly agree","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Detractor","2","No","","The previous situation occurred before. He should have research what was paid out earlier.","","","","","","","","","","","","","Passive","7","Yes","74","","","","","","","","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild in the same area with stronger, more resilient structures.","","Strongly disagree","Strongly agree","Neither agreenor disagree","Neither agreenor disagree","Strongly agree","Strongly agree","Agree","Strongly agree","70","4","Only some of the time","Democrat","","","","e8a1ce23-854a-41e6-876e-0fafb9844a49zqztmn","1","5","90","69","11","150","1","Your chance of approval for a FEMA grant","Your chance of approval for an SBA disaster loan","34","50","E"
"633","2025-03-09 23:32:17","2025-03-09 23:45:40","IP Address","66.18.163.129","100","802","True","2025-03-09 23:45:41","R_1obR4N5Dg0PSGPB","","","","","32.8954","-105.948","anonymous","EN","1","","0","0","","I agree","45 - 64","Yes","Own","NM","$200,000 to $249,999","Yes","White","","No","Female","Some college","No","No","Detractor","5","","","","","","","","","","","","","","","","","","88310","2022","365900","Detractor","3","Major damage (51% – 75%)","No","Yes","I am not sure","","No","","No","True","False","Agree","Unlikely (25% – 49%)","$100 to $999","Between 6 months and 1 year","50","Very likely (75% – 99%)","Between 6 months and 1 year","","","","","","","","","","200","825","Yes","","","No","","100","","","","Detractor","5","Passive","7","Detractor","3","$55","Disagree","Disagree","Neither agree
nor disagree","5","4","","","","","","","","","","","","","","","","","","","","Promoter","10","No","","Fire is always a danger, also, it is a vacation home not primary. ","","","","","","","","","","","Detractor","5","Yes","125","","","","","","","","","","","","","","","","","","","","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild in an area with a lower risk of natural disasters.","","Strongly agree","Neither agreenor disagree","Disagree","Strongly agree","Disagree","Agree","Disagree","Disagree","30","20","Never","Independent","","","","5458b0fa-2283-4e85-97b1-078e7578b368zqztmn","1","5","99","54","21","134","1","Your chance of approval for a FEMA grant","Your chance of approval for an SBA disaster loan","34","84","B"
"634","2025-03-09 23:36:53","2025-03-09 23:46:17","IP Address","71.145.200.249","100","564","True","2025-03-09 23:46:18","R_3gXU3YAdbaJ3Bvn","","","","","38.267","-122.044","anonymous","EN","0.8999999761581421","","0","0","","I agree","25 - 44","Yes","Own","CA","$100,000 to $149,999","Yes","Asian","","No","Male","High school or less","No","No","Detractor","6","","","","","","","","","","","","","","","","","","94585","2000","196000","Passive","8","Major damage (51% – 75%)","No","Yes","No","","No","","No","True","True","Agree","Likely (50% – 74%)","I am not sure","Between 6 months and 1 year","50","Very likely (75% – 99%)","Between 6 months and 1 year","Yes","","","Yes","150","","","","","","","","","","","","","","","","Passive","7","Passive","7","Detractor","6","$5","Agree","Neither agree
nor disagree","Agree","5","4","Passive","7","Yes","184","","","","","","","","","","","","","","","","","","","","","Passive","8","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Equal government assistance should go to people of all incomes.","","The government should help people rebuild in an area with a lower risk of natural disasters.","","Neither agreenor disagree","Agree","Neither agreenor disagree","Neither agreenor disagree","Agree","Neither agreenor disagree","Neither agreenor disagree","Agree","81","24","Only some of the time","Republican","","No comment ","","65f0d5ce-3e47-4bab-aff6-560c164883b3zqztmn","1","5","105","55","30","134","0","","","","","A"
"635","2025-03-09 23:40:32","2025-03-09 23:49:17","IP Address","73.202.105.126","100","524","True","2025-03-09 23:49:17","R_qWadSvYRbMtWAbn","","","","","37.7794","-122.2178","anonymous","EN","0.8999999761581421","","0","0","","I agree","25 - 44","Yes","Own","CA","$150,000 to $199,999","Yes","Asian","","No","Female","Bachelor's or more","No","No","Detractor","2","","","","","","","","","","","","","","","","","","94610","2017","500000","Detractor","2","Moderate damage (26% – 50%)","No","Yes","No","","No","","I am not sure","I am not sure","I am not sure","Agree","Likely (50% – 74%)","More than $75,000","Between 2 weeks and 2 months","75","Very likely (75% – 99%)","Between 2 weeks and 2 months","No","No","No","","","","","","0","","","","","","","","","","","","Detractor","3","Promoter","10","Detractor","3","$55","Strongly disagree","Strongly disagree","Agree","5","4","","","","","Promoter","9","No","","he didn’t move out improve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Promoter","9","No","","","","","","","","","","","","","","Government assistance should prioritize low-income households.","","The government should help people rebuild in an area with a lower risk of natural disasters.","","Strongly agree","Strongly agree","Neither agreenor disagree","Strongly agree","Agree","Neither agreenor disagree","Neither agreenor disagree","Agree","80","12","Only some of the time","Independent","","","","cb270cfa-7308-4aa5-b581-641569be604ezqztmn","1","5","107","61","20","142","0","","","","","D"
"636","2025-03-09 23:45:49","2025-03-09 23:50:52","IP Address","174.220.6.164","100","302","True","2025-03-09 23:50:53","R_3gNPbZ8RrmANRxB","","","","","25.8117","-80.2067","anonymous","EN","0.8999999761581421","","0","5","","I agree","25 - 44","Yes","Own","FL","$100,000 to $149,999","Yes","White","","No","Female","High school or less","No","No","Promoter","10","","","","","","","","","","","","","","","","","","34690","2024","300000","Promoter","10","Major damage (51% – 75%)","No","No","","Yes","","","Yes","True","False","Agree","Very likely (75% – 99%)","$10,000 to $29,999","Between 2 weeks and 2 months","38","Very likely (75% – 99%)","Between 2 weeks and 2 months","No","Yes","","","","","65","","","","","","","","","","","","","","Promoter","10","Promoter","9","Passive","8","$50","Strongly agree","Agree","Agree","5","4","","","","","Promoter","10","Yes","131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Passive","8","Yes","152","","","","","Government assistance should aim to fully compensate people for their uninsured losses, even if this means providing more assistance to households with more expensive properties.","","The government should help people rebuild in an area with a lower risk of natural disasters.","","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","57","94","Most of the time","Republican","","","","250e8a79-0d02-4f37-9462-8856bd6940d0zqztmn","1","5","90","62","23","136","0","","","","","F"
